,company_names,rating_new,employer_size,industry,review,salaries,jobs,location
1864,M & R Consultants Corporation.,4.0,501 to 1000 Employees,Information Technology Support Services,190,104,19,2 office locations
1865,Unilog Content Solutions,3.6,501 to 1000 Employees,Enterprise Software & Network Solutions,244,206,--,3 office locations
1866,NRI FT India,4.0,201 to 500 Employees,Information Technology Support Services,155,220,11,"PS SRIJAN CORPORATE PARK 22nd Floor, Tower-1, Plot No. 2 Block EP & GP Bidhannagar, Sector V, Electronics Complex "
1867,LawFirm.com,4.1,1 to 50 Employees,Legal,493,54,--,"Headquarters in Chestnut Hill, United States"
1868,Analysts,3.9,501 to 1000 Employees,Information Technology Support Services,202,182,2,3 office locations
1869,Lakshya Digital,4.2,201 to 500 Employees,Video Game Publishing,263,218,2,"Headquarters in Gurgaon, India"
1870,Rahi Systems,3.9,501 to 1000 Employees,Information Technology Support Services,304,117,9,4 office locations
1871,RAJA,3.8,1001 to 5000 Employees,N/A,190,223,--,"Headquarters in Constanţa, Romania"
1872,Bright Money,4.4,51 to 200 Employees,Research & Development,248,187,--,2 office locations
1873,Vonage,4.1,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.1T,26,--,17 office locations
1874,Agiliad Technologies,4.1,501 to 1000 Employees,Information Technology Support Services,203,181,25,"Headquarters in Pune, India"
1875,Shopclues,3.7,1001 to 5000 Employees,N/A,245,194,--,"Headquarters in Gurgaon, India"
1876,Fresh Prints,4.1,201 to 500 Employees,Consumer Product Manufacturing,410,116,29,3 office locations
1877,Lifestyle International,3.9,1001 to 5000 Employees,"Department, Clothing & Shoe Stores",248,213,1,"DivyaSree 77 Town Centre, Building No 3 West Wing, Off, HAL Old Airport Rd, Marathahalli, Bengaluru, Karnataka 560037 "
1878,Localiza&Co,4.5,10000+ Employees,Car & Truck Rental,4.3T,15,606,"Avenida Bernardo Vasconcelos, 377 "
1879,mfine,4.1,51 to 200 Employees,N/A,186,232,--,"Bengaluru, KA"
1880,International Paper,3.6,10000+ Employees,Machinery Manufacturing,2.6T,20,439,34 office locations
1881,PathPartner Technology,3.8,201 to 500 Employees,Computer Hardware Development,215,201,--,"Bengaluru, KA"
1882,Velotio,4.7,201 to 500 Employees,Information Technology Support Services,115,175,--,"3rd Floor, AG Trade Center, Ram Nagar, Bavdhan "
1883,TSS Consultancy,3.8,51 to 200 Employees,Accounting & Tax,170,197,5,"Mumbai, MH"
1884,Tractor Supply,3.6,10000+ Employees,Home Furniture & Housewares Stores,3.4T,26,5.3T,11 office locations
1885,US Marine Corps,3.9,10000+ Employees,National Services & Agencies,15.1T,6,469,35 office locations
1886,Aequor,3.7,501 to 1000 Employees,HR Consulting,306,45,8,3 office locations
1887,Capital Group,4.2,5001 to 10000 Employees,Investment & Asset Management,2.2T,21,134,6 office locations
1888,Centene,3.7,10000+ Employees,Insurance Carriers,5.2T,14,134,34 office locations
1889,Samsung Electronics America,3.6,1001 to 5000 Employees,Computer Hardware Development,1.6T,34,658,17 office locations
1890,Advent Global Solutions,4.1,501 to 1000 Employees,Information Technology Support Services,133,54,18,5 office locations
1891,Regions Financial,3.6,10000+ Employees,Banking & Lending,3.6T,22,415,32 office locations
1892,Accurex Biomedical,4.4,201 to 500 Employees,Biotech & Pharmaceuticals,271,104,20,"212, Udyog Mandir No. 1 7/C, Bhagoji Keer Marg Mahim, Mumbai. "
1893,Genentech,4.2,10000+ Employees,Biotech & Pharmaceuticals,4.4T,8,194,5 office locations
1894,Huhtamäki,3.7,10000+ Employees,Food & Beverage Manufacturing,424,95,144,17 office locations
1895,CONTUS TECH,4.2,201 to 500 Employees,Enterprise Software & Network Solutions,238,180,6,"Chennai, TN"
1896,Deel,4.0,1001 to 5000 Employees,Enterprise Software & Network Solutions,555,28,2,650 2nd St 
1897,Abhinav Immigration Services Pvt. Ltd.,4.0,51 to 200 Employees,Business Consulting,275,183,--,"Headquarters in New Delhi, India"
1898,RoundGlass,3.9,201 to 500 Employees,Internet & Web Services,283,173,16,4 office locations
1899,IBM Business Services,3.9,501 to 1000 Employees,N/A,345,121,--,"Headquarters in Manila, Philippines"
1900,Network Rail,3.8,10000+ Employees,General Repair & Maintenance,2.2T,15,212,25 office locations
1901,Turtlemint,3.9,201 to 500 Employees,Internet & Web Services,221,249,2,"Mumbai, MH"
1902,SRS Consulting,4.6,51 to 200 Employees,Business Consulting,332,72,2,5 office locations
1903,Pinkerton,3.5,1001 to 5000 Employees,Business Consulting,343,110,135,58 office locations
1904,Dalmia Cement,3.7,1001 to 5000 Employees,Mining & Metals,232,220,--,"Headquarters in New Delhi, India"
1905,Médecins Sans Frontières,3.9,10000+ Employees,"Civic, Welfare & Social Services",1.1T,33,140,4 office locations
1906,The Digital Group,3.9,Unknown,Information Technology Support Services,232,134,3,4 office locations
1907,Adaequare,4.1,201 to 500 Employees,Information Technology Support Services,179,76,--,"Headquarters in Chantilly, United States"
1908,ADTRAN,3.8,1001 to 5000 Employees,Electronics Manufacturing,399,62,42,2 office locations
1909,Nomura Research Institute,3.9,5001 to 10000 Employees,Business Consulting,318,140,3.1T,"Headquarters in Tokyo, Japan"
1910,AIG,3.7,10000+ Employees,Insurance Carriers,7.8T,523,1.2T,29 office locations
1911,Sprinklr,3.4,1001 to 5000 Employees,Enterprise Software & Network Solutions,2.2T,1.9T,179,25 office locations
1912,IKEA,3.9,10000+ Employees,Home Furniture & Housewares Stores,14.2T,306,1.9T,6 office locations
1913,Cargill,4.1,10000+ Employees,Crop Production,7.5T,552,1.6T,25 office locations
1914,YASH Technologies,3.7,5001 to 10000 Employees,Information Technology Support Services,2.1T,1.9T,286,37 office locations
1915,Newgen Software,3.8,1001 to 5000 Employees,Information Technology Support Services,2.3T,2.5T,9,13 office locations
1916,Infogain,3.9,5001 to 10000 Employees,Information Technology Support Services,2.7T,1.7T,99,8 office locations
1917,Broadridge,3.9,10000+ Employees,Financial Transaction Processing,2.8T,1.1T,335,42 office locations
1918,GEP,3.8,1001 to 5000 Employees,Enterprise Software & Network Solutions,2.4T,1.9T,119,20 office locations
1919,Unacademy,3.6,1001 to 5000 Employees,Internet & Web Services,2.4T,2.5T,20,"Ground Floor, Park Plaza,  Double Road, Indira Nagar  Opposite Cafe Terra "
1920,Genpact,4.0,10000+ Employees,Information Technology Support Services,22.7T,17.5T,3.3T,64 office locations
1921,Concentrix,4.1,10000+ Employees,Information Technology Support Services,35.2T,10.5T,2.6T,237 office locations
1922,DXC Technology,3.6,10000+ Employees,Information Technology Support Services,25.9T,11.4T,658,29 office locations
1923,Citi,3.8,10000+ Employees,Investment & Asset Management,34.4T,5.3T,2T,26 office locations
1924,Intel Corporation,4.1,10000+ Employees,Computer Hardware Development,31.3T,4.6T,3.5T,28 office locations
1925,ABC,4.0,10000+ Employees,Broadcast Media,16.3T,12T,3,7 office locations
1926,HSBC,3.9,10000+ Employees,Banking & Lending,29.5T,5.6T,2.1T,9 office locations
1927,JPMorgan Chase & Co,4.0,10000+ Employees,Banking & Lending,27T,4.9T,5.5T,"Headquarters in New York, United States"
1928,SAP,4.3,10000+ Employees,Enterprise Software & Network Solutions,30T,5.5T,1.4T,28 office locations
1929,Qualcomm,4.0,10000+ Employees,Computer Hardware Development,10.5T,4.3T,1.2T,34 office locations
1930,Manpower Group,3.7,Unknown,"Staffing, Recruitment & Subcontracting",722,58,6.2T,"Headquarters in Uxbridge, United Kingdom"
1931,JSPL,3.9,201 to 500 Employees,Metal & Mineral Manufacturing,228,208,--,"Headquarters in Raipur, India"
1932,Rohde & Schwarz,4.2,10000+ Employees,Enterprise Software & Network Solutions,668,42,604,9 office locations
1933,Ian Martin Group,4.2,201 to 500 Employees,HR Consulting,355,67,243,5 office locations
1934,Udacity,3.5,1 to 50 Employees,Education Support & Training Services,506,51,27,4 office locations
1935,NDTV,3.7,1001 to 5000 Employees,Film Production,291,204,--,"Headquarters in New Delhi, India"
1936,Visual BI Solutions,4.2,201 to 500 Employees,Information Technology Support Services,188,117,--,3 office locations
1937,Ernst & Young Global Services,3.8,51 to 200 Employees,N/A,245,205,67,"Headquarters in Taguig, Philippines"
1938,Blue Nile,3.5,501 to 1000 Employees,Other Retail Shops,299,138,15,2 office locations
1939,GE Research,3.8,1001 to 5000 Employees,Research & Development,405,79,1.9T,5 office locations
1940,Jumio,3.8,201 to 500 Employees,Enterprise Software & Network Solutions,272,126,10,9 office locations
1941,SKODA AUTO,3.9,10000+ Employees,Transportation Equipment Manufacturing,332,144,237,"Mladá Boleslav, 88"
1942,Reliance Infrastructure,3.9,5001 to 10000 Employees,Construction,253,203,--,"Headquarters in Mumbai, India"
1943,Xperi,4.2,1001 to 5000 Employees,Software Development,229,137,36,36 office locations
1944,Seneca Global,4.1,201 to 500 Employees,Information Technology Support Services,198,132,7,4 office locations
1945,EXFO,3.8,1001 to 5000 Employees,Telecommunications Services,371,112,7,5 office locations
1946,Oriflame,3.9,1001 to 5000 Employees,Consumer Product Manufacturing,419,60,--,"Headquarters in Stockholm, Sweden"
1947,Hiver,4.8,51 to 200 Employees,Enterprise Software & Network Solutions,141,116,--,"Bengaluru, KA"
1948,Deskera,3.9,201 to 500 Employees,Internet & Web Services,291,128,1,5 office locations
1949,JM Financial,3.6,1001 to 5000 Employees,Investment & Asset Management,233,219,5,"Headquarters in Mumbai, India"
1950,Greytip,4.0,201 to 500 Employees,Enterprise Software & Network Solutions,196,176,--,7 office locations
1951,MKCL,3.5,201 to 500 Employees,Education Support & Training Services,180,242,--,"Headquarters in Pune, India"
1952,eMudhra,4.0,501 to 1000 Employees,Information Technology Support Services,248,183,--,"Headquarters in Bengaluru, India"
1953,Wenger and Watson,3.8,51 to 200 Employees,HR Consulting,207,154,5,"Headquarters in Bengaluru, India"
1954,IQVIA,4.0,51 to 200 Employees,N/A,200,143,--,"Headquarters in Irvine, United States"
1955,Magic EdTech,3.7,1001 to 5000 Employees,Information Technology Support Services,189,205,26,3 office locations
1956,Angi,3.5,1001 to 5000 Employees,Internet & Web Services,4.8T,17,64,3 office locations
1957,IIIT Hyderabad,4.4,51 to 200 Employees,Colleges & Universities,274,226,--,"Headquarters in Hyderābād, India"
1958,FREENOW,3.8,1001 to 5000 Employees,Information Technology Support Services,924,39,27,7 office locations
1959,Ashland,4.0,1001 to 5000 Employees,Chemical Manufacturing,569,44,84,15 office locations
1960,Mettl,4.0,201 to 500 Employees,Internet & Web Services,223,241,10,"Gurgaon, HR"
1961,Creditas,3.8,1001 to 5000 Employees,Banking & Lending,2.3T,17,4,5 office locations
1962,Lufthansa Group,3.9,10000+ Employees,"Airlines, Airports & Air Transportation",1.2T,31,11,10 office locations
1963,Mindstix Software Labs,4.0,201 to 500 Employees,Software Development,154,200,14,"Amar Business Zone, A Wing - 901 to 906, Swati Park, Veerbhadra Nagar, Baner, Pune, Maharashtra 411045 "
1964,Habitat for Humanity,3.8,501 to 1000 Employees,"Civic, Welfare & Social Services",1.8T,21,349,26 office locations
1965,SEO,4.2,51 to 200 Employees,Primary & Secondary Schools,222,196,12,"New York, NY"
1966,ArcelorMittal Nippon Steel India,3.5,5001 to 10000 Employees,Mining & Metals,184,274,--,"Headquarters in Hazira, India"
1967,Amiti Software Technologies,3.9,51 to 200 Employees,Information Technology Support Services,161,149,--,"Headquarters in Bengaluru, India"
1968,Garmin,3.9,10000+ Employees,Consumer Product Manufacturing,1.7T,15,285,16 office locations
1969,Future Retail Limited,3.7,51 to 200 Employees,N/A,264,219,3,"Headquarters in Ahmedabad, India"
1970,Ranosys Technologies,4.2,201 to 500 Employees,Information Technology Support Services,181,168,5,8 office locations
1971,Edfora,4.3,51 to 200 Employees,Education Support & Training Services,248,112,--,3 office locations
1972,Deftsoft Informatics,4.2,201 to 500 Employees,Computer Hardware Development,282,159,14,"Headquarters in Mohāli, India"
1973,JAVA,3.9,Unknown,N/A,142,287,--,"Headquarters in Rotselaar, Belgium"
1974,Biogen,3.8,5001 to 10000 Employees,Biotech & Pharmaceuticals,2.2T,19,205,17 office locations
1975,CGG,3.7,1001 to 5000 Employees,Energy & Utilities,918,23,65,10 office locations
1976,Ascendion,4.2,1001 to 5000 Employees,Software Development,223,148,109,19 office locations
1977,McCormick & Company,3.8,10000+ Employees,Food & Beverage Manufacturing,797,29,306,22 office locations
1978,CyberTech Systems,3.5,501 to 1000 Employees,Information Technology Support Services,197,179,11,"Headquarters in Oak Brook, United States"
1979,Netmagic Solutions,3.9,1001 to 5000 Employees,Information Technology Support Services,254,199,--,6 office locations
1980,Slack,4.1,1001 to 5000 Employees,Internet & Web Services,1T,24,--,14 office locations
1981,National Aerospace Laboratories,4.3,1001 to 5000 Employees,National Services & Agencies,248,193,--,"Headquarters in Bengaluru, India"
1982,Seasia Infotech,3.8,501 to 1000 Employees,Computer Hardware Development,204,134,--,2 office locations
1983,BI WORLDWIDE,4.2,1001 to 5000 Employees,Advertising & Public Relations,445,83,25,4 office locations
1984,The HEINEKEN Company,4.2,10000+ Employees,Food & Beverage Manufacturing,4.7T,14,1T,31 office locations
1985,Glu Mobile,4.2,501 to 1000 Employees,Computer Hardware Development,317,88,--,4 office locations
1986,KARL STORZ,3.5,1001 to 5000 Employees,Health Care Products Manufacturing,577,58,203,11 office locations
1987,Give,4.4,201 to 500 Employees,Grantmaking & Charitable Foundations,193,123,--,3 office locations
1988,SAVIC,4.0,201 to 500 Employees,Information Technology Support Services,214,132,--,2 office locations
1989,DynCorp International,3.5,10000+ Employees,Aerospace & Defence,1.6T,18,--,24 office locations
1990,GGS Information Services,3.5,501 to 1000 Employees,Business Consulting,232,208,10,"Headquarters in York, United States"
1991,Solartis,3.7,501 to 1000 Employees,Business Consulting,192,205,--,"Headquarters in Madurai, India"
1992,Writer Corporation,3.5,5001 to 10000 Employees,Taxi & Car Services,230,235,--,3 office locations
1993,Dairy Queen,3.6,201 to 500 Employees,Restaurants & Cafes,5.9T,13,4T,"Edina, MN"
1994,DMRC,3.8,1001 to 5000 Employees,Rail Transportation,257,206,--,"New Delhi, DL"
1995,BridgeLabz Solutions,3.8,1 to 50 Employees,Education Support & Training Services,304,123,--,2 office locations
1996,inMorphis,4.3,201 to 500 Employees,Information Technology Support Services,164,250,13,2 office locations
1997,Godfrey Phillips India,3.9,1001 to 5000 Employees,Consumer Product Manufacturing,239,220,--,"Headquarters in New Delhi, India"
1998,Luminis Health,3.5,Unknown,Healthcare Services & Hospitals,582,54,712,2 office locations
1999,VIAVI Solutions,3.9,1001 to 5000 Employees,Electronics Manufacturing,473,58,325,9 office locations
2000,Sasken,3.5,1001 to 5000 Employees,"Cable, Internet & Telephone Providers",1.2T,920,237,2 office locations
2001,Desjardins,4.1,10000+ Employees,Banking & Lending,3.5T,17,681,24 office locations
2002,Cielo,3.8,1001 to 5000 Employees,HR Consulting,1.5T,18,38,10 office locations
2003,USM Business Systems,3.5,51 to 200 Employees,Computer Hardware Development,156,53,11,4 office locations
2004,Woolworths Group,3.7,10000+ Employees,Grocery Stores,6.9T,6,431,"Headquarters in Bella Vista, Australia"
2005,Man Energy Solutions,4.0,10000+ Employees,N/A,392,99,401,"Headquarters in Augsburg, Germany"
2006,Splunk,3.9,5001 to 10000 Employees,Enterprise Software & Network Solutions,1.8T,14,802,42 office locations
2007,Choice Hotels,3.8,1001 to 5000 Employees,Hotels & Resorts,1.1T,42,191,2 office locations
2008,Tencent,4.0,10000+ Employees,Internet & Web Services,2.5T,16,2.3T,2 office locations
2009,Toyota Tsusho,3.6,10000+ Employees,Metal & Mineral Manufacturing,550,51,137,5 office locations
2010,Ample,4.3,501 to 1000 Employees,Information Technology Support Services,216,197,13,7 office locations
2011,FlipSpaces,4.5,201 to 500 Employees,Real Estate,247,220,--,"Headquarters in Mumbai, India"
2012,Argusoft,4.4,201 to 500 Employees,Information Technology Support Services,145,174,--,"Headquarters in Gāndhīnagar, India"
2013,Jefferies,4.0,1001 to 5000 Employees,Investment & Asset Management,1.3T,29,112,9 office locations
2014,nVent,3.8,10000+ Employees,Electronics Manufacturing,364,46,285,19 office locations
2015,Knowledge Lens,4.0,501 to 1000 Employees,Computer Hardware Development,201,207,--,"Headquarters in Bengaluru, India"
2016,Fung Group,3.5,10000+ Employees,Consumer Product Manufacturing,580,68,19,3 office locations
